1;1;2
2;2;3
3;3;4
4;4;5
5;5;6
6;6;7
7;7;8
8;8;9
9;9;10
10;10;11
11;11;12
12;12;24
13;24;23
14;23;22
15;22;21
16;21;20
17;20;19
18;19;18
19;18;17
20;17;16
21;16;15
22;15;14
23;14;13
24;13;1
25;13;25
26;25;26
27;26;27
28;27;28
29;28;29
30;29;30
31;30;31
32;31;32
33;32;33
34;33;34
35;34;35
36;35;36
37;36;24
38;37;25
39;37;38
40;38;39
41;39;40
42;40;41
43;41;42
44;42;43
45;43;44
46;44;45
47;45;46
48;46;47
49;47;48
50;48;36
51;49;37
52;49;50
53;50;51
54;51;52
55;52;53
56;53;54
57;54;55
58;55;56
59;56;57
60;57;58
61;58;59
62;59;60
63;48;60
64;98;110
65;49;61
66;61;62
67;62;63
68;63;64
69;64;65
70;65;66
71;66;67
72;67;68
73;68;69
74;69;70
75;70;71
76;71;72
77;72;60
78;73;61
79;73;74
80;74;75
81;75;76
82;76;77
83;77;78
84;78;79
85;79;80
86;80;81
87;81;82
88;82;83
89;83;84
90;84;72
91;85;73
92;85;86
93;86;87
94;87;88
95;88;89
96;89;90
97;90;91
98;91;92
99;92;93
100;93;94
101;94;95
102;95;96
103;96;84
104;97;85
105;97;98
106;98;99
107;99;100
108;100;101
109;101;102
110;102;103
111;103;104
112;104;105
113;105;106
114;106;107
115;107;108
116;96;108
117;109;97
118;109;110
119;110;111
120;111;112
121;112;113
122;113;114
123;114;115
124;115;116
125;116;117
126;117;118
127;118;119
128;119;120
129;120;108
130;90;78
